PID,TID,FULLNAME,POS,AGE,GP,MPG,MIN,USG,Tor,FTA,FT,PA2,P2,PA3,P3,EFG,TS,PPG,RPG,TRB,APG,AST,SPG,BPG,TOPG,VI,ORTG,DRTG
278,9,Reggie Jackson,G,28,59,29,60.5,23,11.4,182,0.879,401,0.461,335,0.361,0.498,0.547,15.1,2.7,5.2,4.4,24.6,0.69,0.1,1.78,7.8,112.5,103.7
279,14,LeBron James,F,34,42,35.3,73.5,30.7,13.5,316,0.677,568,0.579,242,0.347,0.562,0.592,26.8,8.7,12.7,7.8,36.5,1.43,0.64,3.52,13.8,114.8,105.4
280,22,Amile Jefferson,F,25,5,3.9,8.2,12.8,0,4,1,4,0.25,0,0,0.25,0.521,1.2,1.4,19.1,0,0,0.2,0,0,0,,
281,30,John Jenkins,G,27,4,3.6,7.4,6,0,0,0,0,0,2,1,1.5,1.5,1.5,0.3,3.9,0.3,9.6,0,0,0,5.7,,
282,20,John Jenkins,G,27,4,13.8,28.8,19.2,8,0,0,12,0.5,11,0.364,0.522,0.522,6,1.8,6.6,1,11.7,0,0,0.5,6.4,106.1,120.3
283,10,Jonas Jerebko,F,31,55,17.9,37.4,14.8,10.5,62,0.823,127,0.606,152,0.355,0.566,0.599,6.7,4.6,13.6,1.5,10.4,0.31,0.2,0.65,8,123.3,102
284,12,Alize Johnson,F,22,11,2.9,6,16.1,0,4,0.25,8,0.125,2,0.5,0.25,0.255,0.5,0.7,14,0,0,0,0.09,0,0,,
285,23,Amir Johnson,C-F,31,38,9.4,19.6,17.7,21.8,30,0.767,80,0.588,25,0.36,0.576,0.609,3.8,2.5,14.1,1.2,18,0.29,0.24,0.87,9.6,110.5,90
286,16,James Johnson,F,32,41,20.8,43.4,18.2,14.8,47,0.723,181,0.475,108,0.352,0.495,0.517,7.8,3.2,8.1,2.3,16.6,0.66,0.46,1.32,7.4,101.3,101.6
287,9,Stanley Johnson,F,22,48,20,41.7,19,12.9,51,0.804,168,0.488,181,0.282,0.454,0.482,7.5,3.6,9.9,1.3,9.4,1,0.27,1.15,6.5,94.9,100
288,19,Stanley Johnson,F,22,6,12.8,26.6,18.6,20.3,1,0,18,0.389,9,0.111,0.315,0.31,2.8,2.5,10.2,1.2,11.4,0.5,0,1.17,6.4,70.8,102.5
289,16,Tyler Johnson,G,26,44,25.5,53.2,19.1,12.5,88,0.693,197,0.503,204,0.353,0.516,0.54,10.8,2.7,5.6,2.5,15,0.91,0.48,1.43,6.6,106,106.4
290,24,Tyler Johnson,G,26,6,30.9,64.3,17.3,8,15,0.867,36,0.361,26,0.385,0.452,0.503,11.5,4,7.3,3.8,17.8,1.5,0.5,1,7.2,109.9,111.2
291,19,Wesley Johnson,F-G,31,26,14.5,30.2,11.3,10.7,9,0.667,38,0.421,50,0.38,0.506,0.517,3.7,2.1,7.5,0.6,5.2,0.46,0.27,0.42,4.6,103.3,104.1
292,30,Wesley Johnson,F-G,31,6,18,37.4,12.7,15.6,7,0.571,8,0.5,16,0.25,0.417,0.443,4,2,6.1,1,7,0.33,0.67,0.83,4.4,86.7,107.9
293,8,Nikola Jokic,C,24,58,31.5,65.6,27.8,15.9,269,0.848,679,0.564,205,0.307,0.54,0.59,20.4,10.8,18.6,7.7,38.2,1.43,0.64,3.26,15.1,119.8,98.9
294,16,Derrick Jones Jr.,F-G,22,39,18.3,38,16.3,8.8,75,0.627,159,0.56,56,0.357,0.553,0.575,7.3,4.3,12.4,0.5,4,0.79,0.72,0.62,5.5,117.8,99.6
295,10,Da16n Jones,C,23,24,17.1,35.6,11,15.1,37,0.649,74,0.716,0,0,0.716,0.72,5.4,3.1,9.8,1.2,8.7,0.5,1.04,0.67,6.4,137.4,98.9
296,6,Jalen Jones,F,25,16,13.4,27.9,16.7,9.8,27,0.704,34,0.471,28,0.357,0.5,0.548,5.1,2.1,8.5,0.4,4.8,0.56,0.13,0.5,4.8,110.9,105.5
297,18,Tyus Jones,G,22,46,20.7,43,13.6,9.7,44,0.818,180,0.439,80,0.288,0.437,0.471,5.7,1.7,4.5,4.1,26.4,1.35,0.09,0.65,6.6,112.6,109.9
298,7,DeAndre Jordan,C,30,50,31.1,64.8,14.3,21.3,198,0.682,323,0.644,0,0,0.644,0.672,11,13.7,23.7,2,9.6,0.64,1.06,2.22,8.6,121.4,99
299,20,DeAndre Jordan,C,30,8,26.8,55.8,15.7,16.3,33,0.727,52,0.673,0,0,0.673,0.707,11.8,12,23.4,2.1,12.4,0.38,1.25,1.63,10,134.3,102.7
300,12,Cory Joseph,G,27,61,25.5,53.2,14,13.4,32,0.656,279,0.498,140,0.329,0.496,0.505,7.2,3.6,7.9,3.9,20.3,1,0.2,1.1,7.3,107.2,103.1
301,4,Frank Kaminsky,F-C,25,26,10.8,22.5,20.8,13.2,35,0.629,57,0.579,46,0.348,0.553,0.574,5.2,2.4,12.1,1,14.5,0.19,0.19,0.69,8.6,113,105.3
302,20,Enes Kanter,C,26,44,25.6,53.4,22.7,13.1,129,0.814,446,0.547,22,0.318,0.544,0.585,14,10.5,21.4,1.9,12.9,0.41,0.41,1.8,10.2,117.8,104.3
303,25,Enes Kanter,C,26,3,19.8,41.2,26,11,10,0.9,27,0.63,1,0,0.607,0.664,14.3,7.7,20.6,2,17.4,0.33,0,1.33,12.2,133,95.5
304,9,Luke Kennard,G,22,41,21.2,44.1,18,9,38,0.763,155,0.477,160,0.388,0.53,0.547,8.9,2.9,7.3,1.5,10.7,0.44,0.17,0.8,6.4,108.1,105.9
305,4,Michael Kidd-Gilchrist,F,25,53,19.6,40.8,16.3,10.1,119,0.773,262,0.511,40,0.275,0.498,0.555,7.4,4.2,11.5,0.9,6.8,0.51,0.7,0.75,6.2,115.6,101.1
306,24,George King,F,25,1,5.9,12.3,0,,0,0,0,0,0,0,,,0,1,9.5,0,0,0,0,0,0,,120.7
307,7,Maxi Kleber,F,27,54,19.7,41.1,14,11.5,52,0.788,120,0.608,165,0.333,0.546,0.572,6.5,4,10.8,0.8,5.9,0.52,1.19,0.74,5.6,113.4,102
308,11,Brandon Knight,G,27,12,9.8,20.5,20.8,8.8,11,0.818,15,0.4,32,0.156,0.287,0.347,3,0.8,4.3,0.8,10.7,0.17,0,0.42,5.1,79.1,106.6
309,6,Brandon Knight,G,27,6,17.2,35.9,17.2,14.7,4,1,13,0.615,20,0.35,0.561,0.59,6.8,1.5,4.8,3,26.6,0.33,0,1,7.3,117.9,115.3
310,20,Kevin Knox,F,19,53,28.5,59.3,22.4,10.2,147,0.728,387,0.385,264,0.337,0.434,0.469,12.7,4.5,8.2,1,5.3,0.53,0.32,1.53,5.4,92.7,108.7
311,23,Furkan Korkmaz,G-F,21,46,14.2,29.6,17.8,9,42,0.833,95,0.505,139,0.331,0.5,0.533,5.8,2.3,8.7,1.1,11,0.61,0.04,0.54,6.9,107.9,102.6
312,20,Luke Kornet,F-C,23,30,15.7,32.8,18.7,7.7,27,0.852,59,0.373,121,0.388,0.514,0.542,6.9,2.5,8.4,1.1,11,0.63,0.57,0.53,6.8,111.8,110.6
313,6,Kyle Korver,G-F,37,16,15.7,32.7,17.4,17,16,0.813,22,0.455,54,0.463,0.625,0.65,6.8,1.8,6.4,1.1,10.2,0.19,0.13,1.06,6.1,111.9,111.5
314,29,Kyle Korver,G-F,37,37,19.7,41,18.8,9.4,45,0.844,79,0.519,191,0.393,0.569,0.595,9.3,2.4,6.6,1,7.4,0.32,0.22,0.81,5.7,110.9,103.6
315,26,Kosta Koufos,C,30,32,11.9,24.8,14.8,14.7,17,0.353,109,0.486,0,0,0.486,0.481,3.5,4.3,18.8,0.8,9.1,0.41,0.41,0.63,7.7,102.4,96.2
316,3,Rodions Kurucs,F,21,43,20.4,42.5,18.5,13.3,59,0.881,195,0.554,112,0.304,0.518,0.556,8.6,3.6,9.4,0.8,5.7,0.6,0.3,1.19,5.7,104.5,101.6
317,14,Kyle Kuzma,F,23,56,32.8,68.3,24,10.4,193,0.762,526,0.567,341,0.32,0.532,0.562,19.1,5.6,8.9,2.5,11.3,0.61,0.36,1.98,7.9,107.5,106.3
318,26,Skal Labissiere,F,22,13,8.7,18.2,15.2,16.7,11,0.545,19,0.474,11,0.364,0.5,0.517,2.8,1.8,10.9,0.5,6.8,0.15,0.23,0.54,6.3,95.9,95
319,25,Skal Labissiere,F,22,2,2.1,4.4,10.1,100,0,0,0,0,0,0,,,0,0.5,12.6,0,0,0,0.5,0.5,0,,
320,4,Jeremy Lamb,G,26,57,28.4,59.1,22.3,6.6,181,0.862,478,0.496,227,0.33,0.496,0.545,15,5.5,10.4,2.1,11.3,1.07,0.3,0.96,7.9,112.3,106.8
321,5,Zach LaVine,G,23,54,34.1,71,30.3,14,302,0.858,686,0.501,273,0.366,0.515,0.571,23.1,4.6,7.4,4.5,23.1,0.93,0.41,3.3,9.2,105.9,109.9
322,25,Jake Layman,F,24,49,18.5,38.6,16.1,9,40,0.725,168,0.667,128,0.367,0.617,0.628,8,3.1,8.9,0.7,5.6,0.47,0.47,0.63,5.6,122.5,106.4
323,12,TJ Leaf,F,21,40,8.4,17.5,16.5,7.9,16,0.563,86,0.616,24,0.208,0.55,0.555,3.3,1.9,12.3,0.4,6.8,0.1,0.25,0.25,6.5,113.2,101.8
324,20,Courtney Lee,G,33,12,13.4,27.8,15.4,8.6,14,0.643,31,0.516,16,0.313,0.5,0.527,4.7,2.3,8.8,1.3,14.9,0.67,0.17,0.42,7.2,112.9,107.4
325,7,Courtney Lee,G,33,6,8.6,17.9,11,7.5,3,1,7,0.429,4,0.25,0.409,0.487,2,0.5,3.1,0.7,10.7,0.33,0,0.17,4.1,107.4,99.9
326,10,Damion Lee,G,26,18,11.9,24.9,16.9,9.3,15,0.8,34,0.5,37,0.405,0.556,0.586,5.1,2,9,0.2,1.8,0.44,0,0.44,4.3,109.3,104.8
327,1,Alex Len,C,25,57,18.8,39.2,22,14.1,155,0.684,326,0.534,104,0.327,0.523,0.558,9.8,5.5,15.5,1,8,0.37,0.89,1.44,8,107.8,103.8
328,28,Kawhi Leonard,F,27,44,34.8,72.4,29.9,8.5,341,0.865,616,0.534,216,0.356,0.534,0.603,26.9,7.6,11.8,3.3,15.6,1.86,0.48,2.07,10.1,120,104.8
329,25,Meyers Leonard,F-C,27,52,14.5,30.2,15.1,13.8,44,0.818,112,0.607,100,0.47,0.653,0.676,6,3.9,14.3,1.2,11.7,0.25,0.17,0.71,8.4,128.6,99.6
330,9,Jon Leuer,F,29,34,10.5,21.8,16.4,16.8,29,0.759,90,0.667,11,0.091,0.609,0.637,4.3,2.6,13.5,0.4,5.8,0.35,0.12,0.68,6.3,113.1,94.3
331,3,Caris LeVert,G,24,20,28.1,58.5,26.1,12.1,70,0.729,189,0.503,85,0.306,0.489,0.523,16,4,7.5,4,23.1,1.3,0.45,2.1,9,104.9,104.4
332,25,Da16n Lillard,G,28,59,35.3,73.4,29.7,11.2,388,0.91,667,0.501,457,0.368,0.521,0.589,25.8,4.6,6.9,6.5,29.2,1.15,0.46,2.76,10.4,119.9,108.7
333,1,Jeremy Lin,G,30,51,19.7,41,22.7,17.6,168,0.845,254,0.535,132,0.333,0.523,0.594,10.7,2.3,6.3,3.5,27.2,0.75,0.14,1.92,9,112.5,108.9
334,28,Jeremy Lin,G,30,3,21,43.8,23,11.8,9,0.778,18,0.5,8,0,0.346,0.417,8.3,3,7.7,4,26.2,0.67,0.33,1.33,8.8,93.3,105
335,10,Shaun Livingston,G,33,47,15.3,31.9,13,12.3,43,0.814,171,0.497,2,0,0.491,0.534,4.4,2,6.9,1.9,15.7,0.53,0.49,0.57,6.7,117.7,107.8
336,9,Zach Lofton,G,26,1,3.8,7.9,22.5,50,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,,
337,10,Kevon Looney,F,23,60,20.2,42.1,12.3,11.4,86,0.628,262,0.63,10,0.1,0.612,0.625,6.5,5.8,15.2,1.7,11,0.57,0.8,0.67,7.9,136.3,99.3
338,17,Brook Lopez,C,30,60,28,58.4,16.9,8.9,76,0.829,188,0.644,393,0.364,0.577,0.597,12.2,4.3,8,1.1,5.2,0.53,2.15,1,5.5,111.3,100
339,5,Robin Lopez,C,30,53,18.5,38.6,18.7,15.8,75,0.72,298,0.584,21,0.286,0.574,0.597,7.9,3.2,9.3,1,8.6,0.17,0.98,1.25,6.3,110.2,108.1
340,6,Kevin Love,F-C,30,9,26,54.2,31.3,13.1,54,0.87,66,0.379,56,0.375,0.463,0.549,17.8,11,23.4,2,12.7,0.22,0.33,2.44,11.3,107.1,103
341,28,Kyle Lowry,G,32,49,34.4,71.7,19.4,18,155,0.845,224,0.522,338,0.34,0.515,0.563,14.5,4.4,6.9,9.1,36.3,1.45,0.53,2.82,9.7,115.8,103.8
342,28,Jordan Loyd,G,25,8,4.5,9.3,18.1,13.2,5,0.8,6,0.5,5,0.4,0.545,0.606,2,0.9,10.6,0.3,7.7,0,0,0.25,7.2,114,98
343,9,Kalin Lucas,G,29,1,5.6,11.7,14.4,0,2,1,0,0,1,0,0,0.532,2,3,29.2,1,22.3,0,0,0,13,140.4,85
344,21,Timothe Luwawu-Cabarrot,G-F,23,21,5.8,12.2,16.4,8.1,6,0.667,21,0.381,22,0.227,0.36,0.383,1.7,0.9,7.6,0.2,4.1,0.19,0.05,0.19,4.6,84,99.7
345,5,Timothe Luwawu-Cabarrot,G-F,23,8,16,33.3,19.5,8.8,11,0.727,22,0.364,25,0.32,0.426,0.463,6,2.6,9,0.6,5.7,0.38,0.13,0.63,5.3,90.1,101.5
346,8,Tyler Lydon,F,22,23,3.9,8.1,10.6,17.9,3,0.333,7,0.571,10,0.4,0.588,0.573,0.9,0.7,10.3,0.2,7,0.09,0,0.17,5.1,,
347,8,Trey Lyles,F,23,55,18.6,38.8,23.4,10.8,108,0.694,274,0.536,181,0.254,0.475,0.504,9.2,4.1,11.8,1.4,10.8,0.51,0.44,1.11,8.1,101.5,103
348,15,Shelvin Mack,G,28,53,22.7,47.3,18.2,12.8,75,0.707,261,0.441,128,0.359,0.473,0.499,7.9,1.9,4.8,3.4,23.7,0.83,0.08,1.17,6.5,102.2,106.6
349,4,Shelvin Mack,G,28,2,11.9,24.8,20,9,7,0.571,7,0.143,0,0,0.143,0.298,3,1,4.5,0.5,5.3,1,0,0.5,3.8,65.1,99.6
350,7,Daryl Macon,G,23,4,2.1,4.4,15.1,33.3,0,0,2,1,0,0,1,1,1,0,0,0,0,0.25,0,0.25,0,,
351,4,J.P. Macura,G,23,1,13.8,28.8,24.9,0,0,0,4,0.5,4,0,0.25,0.25,4,2,7.8,2,21,0,0,0,7.3,67.8,116.6
352,30,Ian Mahinmi,C,32,31,14.3,29.9,12.5,15.3,60,0.683,72,0.556,12,0.083,0.494,0.562,4,3.5,13.4,0.8,7,0.77,0.48,0.65,6.3,116.6,98
353,17,Thon Maker,F,22,35,11.7,24.4,16.4,5.7,37,0.541,56,0.589,78,0.333,0.537,0.546,4.7,2.7,12.1,0.5,5.8,0.29,0.51,0.26,6.3,112.3,93
354,9,Thon Maker,F,22,6,14.4,30,16.6,20.8,6,1,7,0.286,17,0.353,0.458,0.526,4.7,2.8,10.7,0.3,3.3,0.5,0.5,1.17,4.4,94.2,103
355,13,Boban Marjanovic,C,30,34,11.1,23,24.7,16.9,95,0.758,138,0.616,2,0,0.607,0.666,7.1,4.5,21.6,0.6,9.5,0.29,0.5,1.09,9.6,123.1,95.6
356,23,Boban Marjanovic,C,30,7,17,35.4,19.5,19.9,14,0.643,37,0.73,1,0,0.711,0.713,9,6.3,19.8,1.4,13.3,0.29,0.86,1.57,10.1,121.4,98.8
357,5,Lauri Markkanen,F,21,38,32.7,68,25,8.4,130,0.877,336,0.488,253,0.383,0.525,0.567,19.3,9.1,15.2,1.4,7,0.79,0.66,1.55,7.7,108.8,105.9
358,22,Jarell Martin,F,24,32,7.9,16.5,16.4,11.5,8,0.875,42,0.476,39,0.385,0.525,0.544,2.9,1.6,11,0.4,8,0.06,0.22,0.34,6.2,103.4,97.4
359,26,Frank Mason,G,24,34,11.6,24.2,20.3,15.4,53,0.679,92,0.522,50,0.22,0.454,0.499,4.9,1.1,5.1,2.4,27.9,0.47,0.12,0.88,8.1,103.5,108.3
360,7,Wesley Matthews,G-F,32,44,29.8,62.1,18.8,10.1,110,0.791,206,0.456,263,0.38,0.52,0.556,13.1,2.3,4.2,2.3,11.7,0.77,0.25,1.32,5.5,109.5,106.5
361,20,Wesley Matthews,G-F,32,2,27,56.1,18.2,8.6,5,0.8,9,0.222,10,0.2,0.263,0.33,7,1.5,2.9,2.5,12.8,0.5,0.5,1,4.4,78.3,116.7
362,12,Wesley Matthews,G-F,32,5,30.9,64.4,17,8.3,14,0.929,15,0.333,34,0.441,0.561,0.616,13.6,2.4,4.3,2,8.7,0.8,0.2,1,5.2,120.2,101.4
363,13,Luc Mbah a Moute,F,32,4,15.3,31.8,15.4,9,5,0.4,12,0.5,6,0.333,0.5,0.495,5,1.8,6.1,0.5,4.6,0.25,0.25,0.5,4.3,98,103.4
364,6,Patrick McCaw,G,23,3,17.6,36.7,9.9,25,0,0,5,0.2,4,0.25,0.278,0.278,1.7,1,3.1,0.7,5,0.67,0,1,2.4,51.9,119.1
365,28,Patrick McCaw,G,23,12,11.6,24.1,10.8,20,7,1,14,0.571,11,0.182,0.44,0.516,2.4,2.2,10.1,0.9,10,0.75,0.17,0.58,5.8,104.6,96.7
366,25,CJ McCollum,G,27,59,34,70.7,25.9,7.6,165,0.83,690,0.509,370,0.368,0.524,0.551,21.1,4.1,6.4,2.8,13.2,0.83,0.36,1.58,7.3,112,107.4
367,23,T.J. McConnell,G,26,55,20.4,42.4,14.3,18.1,26,0.769,267,0.573,34,0.353,0.568,0.579,6.6,2.3,6,3.9,26.7,1.25,0.24,1.25,7.6,114.6,103.9
368,12,Doug McDermott,F,27,56,17.2,35.9,15.3,8.3,61,0.852,123,0.545,161,0.404,0.579,0.613,6.8,1.4,4.4,0.9,7.1,0.23,0.11,0.5,4.8,117.9,104.5
369,14,JaVale McGee,C,31,53,21.5,44.8,20,13.7,109,0.651,418,0.61,8,0.125,0.602,0.616,11,6.8,16.3,0.7,5.2,0.6,1.92,1.42,7,115.3,98.9
370,16,Rodney McGruder,G-F,27,53,25.1,52.2,15.7,12.1,53,0.755,212,0.448,195,0.344,0.48,0.501,8.1,3.8,8,1.9,11,0.55,0.17,1.11,6.2,102.3,104.9
371,10,Alfonzo McKinnie,F,26,50,14,29.2,14.5,9.6,31,0.516,119,0.58,84,0.345,0.554,0.556,4.8,3.5,13.4,0.4,3.5,0.22,0.22,0.46,5.4,114.6,100.5
372,26,Ben M6more,G,26,19,8.3,17.3,19.4,6.7,12,0.667,23,0.348,41,0.415,0.523,0.541,3.9,0.9,5.5,0.2,3.5,0.32,0.16,0.26,4.3,105.1,101.4
373,30,Jordan McRae,G,27,19,9.1,18.9,19.9,11.2,12,0.583,51,0.49,15,0.533,0.561,0.568,4.3,1.1,6.7,0.6,9.5,0.32,0.21,0.47,6.2,104.7,111.3
374,28,Jodie Meeks,G,31,1,16.8,35,22.8,0,0,0,4,0.5,5,0.4,0.556,0.556,10,2,6.4,0,0,0,0,0,0,108.7,108
375,7,Salah Mejri,C,32,20,8.5,17.7,11.9,12.7,12,0.75,31,0.516,5,0.2,0.486,0.533,2.2,2.7,16.7,0.6,9.2,0.2,0.4,0.3,7.2,117.5,96.3
376,24,De'Anthony Melton,G,20,35,19.8,41.3,16.1,21.2,18,0.833,119,0.412,78,0.308,0.431,0.451,5.3,2.5,7.2,3.3,22.9,1.46,0.49,1.57,7.1,91.4,104.6
377,27,Chimezie Metu,F,21,28,5,10.4,23.9,19.6,17,0.765,52,0.327,2,0,0.315,0.382,1.7,1.2,13.3,0.5,12.4,0.21,0.07,0.54,8.1,78.5,103.3
378,17,Khris Middleton,F,27,57,31,64.7,24.1,12.6,185,0.843,459,0.475,344,0.384,0.518,0.559,17.3,5.9,9.9,4.2,19.1,1.04,0.09,2.25,9.7,108.2,99.5
379,28,CJ Miles,F-G,31,40,14.1,29.3,18.7,8.5,44,0.795,69,0.391,137,0.314,0.444,0.484,5.5,1.7,6.3,0.6,5.3,0.48,0.23,0.53,5,97.8,101.2
380,15,CJ Miles,F-G,31,5,22.4,46.6,19.9,8.1,3,1,19,0.474,25,0.28,0.443,0.463,8.4,1.8,4.6,1.2,8.5,0.6,0.2,0.8,4.7,89.6,107.4
381,19,Darius Miller,F,28,54,25.4,53,12.9,9.5,43,0.837,86,0.442,284,0.373,0.532,0.553,8,1.8,3.7,1.8,9,0.63,0.39,0.76,4.7,109.7,108.4
382,8,Paul Millsap,F,34,48,25.9,54,20.1,10.7,171,0.719,352,0.528,99,0.354,0.529,0.57,12.5,7,14.7,1.9,10.4,1.29,0.88,1.31,8.5,116.8,100
383,27,Patty Mills,G,30,62,23.9,49.9,18.1,11.8,88,0.852,209,0.469,293,0.399,0.545,0.575,10,2.4,5.4,3.1,17.6,0.68,0.15,1.16,7,113.3,109.5
384,23,Shake Milton,G,22,13,9.7,20.2,17.1,5.9,5,0.8,21,0.476,25,0.4,0.543,0.56,4.2,1.5,8.1,1,14.8,0.31,0.23,0.23,7.6,120.3,102
385,19,Nikola Mirotic,F,28,32,28.9,60.2,21.8,7.6,101,0.842,176,0.551,231,0.368,0.552,0.591,16.7,8.3,14.9,1.1,5.3,0.66,0.78,1.16,7.4,116.4,104.1
386,17,Nikola Mirotic,F,28,3,18.3,38.1,22.3,0,0,0,8,0.875,21,0.381,0.655,0.655,12.7,4.3,12.2,1,8.7,0.33,0.67,0,8.3,132.8,100.1
387,29,Donovan Mitchell,G,22,55,33.5,69.8,31.6,11,270,0.804,717,0.469,372,0.325,0.475,0.518,22.8,4,6.5,4,20.9,1.47,0.36,2.73,8.5,101.8,101.3
388,29,Naz Mitrou-Long,G,25,10,3.9,8.1,12.1,27.3,0,0,2,0.5,6,0.167,0.313,0.313,0.5,0.2,2.8,0.4,13.3,0,0,0.3,3.5,,
389,4,Malik Monk,G,21,57,17.9,37.4,25.6,11.6,92,0.891,228,0.465,271,0.328,0.48,0.52,9.8,1.7,5.2,1.8,15.2,0.49,0.26,1.25,6.9,100.6,108.3
390,28,Greg Monroe,C,28,38,11.1,23.2,22.2,14.6,61,0.574,157,0.471,4,0,0.46,0.487,4.8,4.1,19.9,0.4,5.5,0.34,0.21,0.84,7.2,100.7,94
391,19,E'Twaun Moore,G,30,49,28.4,59.2,17.4,9.6,52,0.75,342,0.518,165,0.418,0.553,0.566,12.2,2.4,4.5,2,9.6,0.76,0.16,1.14,5.5,110,110.5
392,24,Eric Moreland,F-C,27,1,5,10.4,0,,0,0,0,0,0,0,,,0,3,33.7,0,0,0,0,0,0,,85.1
393,17,Jaylen Morris,G,23,4,7.1,14.8,17.6,8.4,2,0.5,7,0.429,3,0.333,0.45,0.46,2.5,1.3,9.1,1,18.5,0.5,0,0.25,8.3,99.8,101.1
394,2,Marcus Morris,F,29,55,27.8,57.8,20.7,9.3,118,0.864,330,0.53,283,0.403,0.564,0.597,14.4,6.1,11.7,1.4,7.5,0.6,0.31,1.24,7.2,114.3,101.3
395,30,Markieff Morris,F,29,34,26,54.1,19.6,11.5,73,0.781,184,0.516,144,0.333,0.509,0.543,11.5,5.1,10.7,1.8,9.7,0.71,0.59,1.38,7.3,105.3,103.5
396,21,Markieff Morris,F,29,2,18.7,38.9,12.2,0,5,1,4,0.25,5,0.2,0.278,0.446,5,4,11.1,1,6.4,0.5,1,0,5.8,113.6,90.5
397,8,Monte Morris,G,23,59,24.8,51.8,17,6.3,56,0.786,358,0.528,167,0.425,0.563,0.578,10.8,2.7,5.8,3.9,22.4,0.92,0.05,0.63,7.8,125.7,108.5
398,13,Johnathan Motley,F,23,16,8.2,17,28.7,14.7,33,0.636,58,0.517,3,0,0.492,0.536,5.1,2.4,15.9,0.5,10,0.25,0.13,0.81,8.9,103.4,96.6
399,20,Emmanuel Mudiay,G,22,41,26.4,55,25.7,13.9,127,0.756,367,0.51,141,0.326,0.504,0.539,14.8,3.1,6.1,3.8,24.3,0.83,0.34,2.22,8.5,104.7,111.1
400,8,Jamal Murray,G,22,53,33.3,69.4,25,12.1,156,0.84,559,0.462,285,0.365,0.491,0.525,18.1,4.2,6.9,5,22,0.85,0.38,2.38,8.7,107.2,107.4
401,3,Dzanan Musa,G-F,19,8,4.3,8.9,30.9,16.1,2,0,11,0.727,9,0,0.4,0.383,2,0.5,6.3,0.1,5,0.25,0,0.5,4.3,67.4,109.8
402,23,Mike Muscala,F-C,27,47,22.2,46.2,14.3,12.1,77,0.818,79,0.519,199,0.342,0.514,0.56,7.4,4.3,10.3,1.3,7.9,0.38,0.57,0.91,6.2,112.1,102.2
403,14,Mike Muscala,F-C,27,2,12.2,25.4,18.7,0,0,0,2,0.5,9,0.333,0.5,0.5,5.5,1,4.2,1,11.4,0,1,0,5.8,109.3,112
404,14,Svi Mykhailiuk,F,21,39,10.8,22.5,15.7,12.5,20,0.6,46,0.37,85,0.318,0.439,0.454,3.3,0.8,4.1,0.8,10.1,0.33,0.03,0.51,4.8,92,109.2
405,9,Svi Mykhailiuk,G,21,1,9.2,19.2,23.2,20,0,0,2,0,2,0.5,0.375,0.375,3,1,5.9,2,31.4,0,0,1,7.9,81.5,114.8
406,21,Abdel Nader,F,25,40,10.1,21.1,15.4,9.8,19,0.737,79,0.532,51,0.353,0.531,0.549,3.8,1.7,8.7,0.3,3.3,0.25,0.08,0.38,4.9,105.5,99.3
407,6,Larry Nance Jr.,F,26,51,26.2,54.6,15.4,14.2,109,0.697,296,0.547,60,0.35,0.544,0.573,9.1,8.2,17.3,3.1,17.6,1.39,0.65,1.31,9.4,120.3,103.5
408,3,Shabazz Napier,G,27,50,18,37.6,24.3,12,131,0.824,193,0.435,206,0.335,0.47,0.529,9.7,1.8,5.3,2.7,23.1,0.82,0.32,1.24,8,108,106.6
409,11,Nene,C-F,36,30,13.4,27.9,11.2,6.7,35,0.743,80,0.575,2,0,0.561,0.606,3.9,3,12.6,0.6,6.9,0.5,0.4,0.23,5.7,131.6,98.3
410,29,Raul Neto,G,26,24,11.8,24.5,17.8,17.8,20,0.85,55,0.6,33,0.303,0.545,0.584,4.7,1.5,6.8,2.3,29,0.38,0.04,0.88,8.6,113.1,99.4
411,29,Georges Niang,F,25,42,7.4,15.5,16.9,10.6,13,0.769,33,0.515,71,0.408,0.582,0.597,3.1,1.3,9.5,0.5,10,0.17,0.07,0.31,6.8,113,97.6
412,15,Joakim Noah,C,34,32,15.4,32,19.6,15.5,78,0.705,146,0.514,0,0,0.514,0.568,6.4,5.2,19,1.8,18.4,0.47,0.69,1.03,10.2,114.4,94.6
413,21,Nerlens Noel,F-C,24,55,14.5,30.1,13.7,12.3,50,0.74,213,0.568,0,0,0.568,0.594,5.1,4.7,16.8,0.6,5.6,1.02,1.33,0.6,6.7,122.4,91
414,7,Dirk Nowitzki,F,40,29,12.3,25.5,20.6,4.7,18,0.833,55,0.436,100,0.3,0.445,0.47,5.3,2,8.6,0.4,5.2,0.17,0.31,0.28,5.3,95.7,100.6
415,20,Frank Ntilikina,G,20,41,21.3,44.3,16.6,15.8,28,0.75,165,0.376,110,0.291,0.4,0.419,5.9,2,4.9,2.9,19.4,0.73,0.34,1.32,6.1,88.2,106.1
416,18,James Nunnally,F,28,13,4.9,10.3,15.5,4.2,4,1,8,0.5,13,0.385,0.548,0.593,2.1,0.3,3.4,0.4,10.9,0.08,0,0.08,5.2,125,111.6
417,11,James Nunnally,F,28,2,18.8,39.1,15,0,0,0,1,0,12,0.25,0.346,0.346,4.5,0.5,1.5,1,7.4,0,0,0,2.8,84.3,104.3
